step,param,U234,U235,U236,U237,U238,U239,Np236,Np237,Np238,Np239,Pu236,Pu238,Pu239,Pu240,Pu241,Pu242,Pu243,Am241,Am242,Am243,Am244,Am242m,Cm242,Cm243,Cm244,Cm245,Cm246,Cm247,Cm248,Cm249,Bk249,Bk250,Cf249,Cf250,Cf251,Kr83,Rh103,Rh105,Ag109,I135,Xe131,Xe135,Cs133,Cs134,Cs135,Cs137,Ba140,La140,Nd143,Nd145,Pm147,Pm148,Pm149,Pm148m,Sm147,Sm149,Sm150,Sm151,Sm152,Eu153,Eu154,Eu155,Eu156,Gd152,Gd154,Gd155,Gd156,Gd157,Gd160,Lost,Total
7,ADENS,7.66186e-06,0.000943105,1.46514e-05,2.37582e-08,0.0214018,4.87562e-09,1.72802e-13,2.54762e-07,2.68665e-10,7.04965e-07,7.33175e-17,5.42482e-09,2.6691e-05,1.24838e-06,1.52639e-07,2.57026e-09,2.79582e-13,7.68736e-10,8.05717e-13,2.87617e-11,6.03509e-16,1.96454e-12,1.92834e-11,2.15922e-14,4.10188e-13,1.69552e-15,6.22871e-18,3.62068e-21,1.0836e-23,4.83016e-29,1.00054e-26,0,2.63526e-28,0,2.1509e-35,3.71862e-07,1.48747e-06,1.38075e-08,7.11603e-08,1.15892e-08,1.88571e-06,8.15686e-09,4.42892e-06,3.77352e-08,2.23951e-06,4.35878e-06,5.23503e-07,6.90612e-08,3.48038e-06,2.72382e-06,1.29578e-06,3.10328e-09,1.71405e-08,7.10516e-09,6.60701e-08,8.82046e-08,6.90464e-07,2.02068e-07,3.04447e-07,1.36916e-07,5.03358e-09,1.7818e-08,5.33441e-09,1.47773e-13,5.52343e-11,2.58937e-10,2.29899e-08,7.22607e-10,6.76065e-10,4.22258e-12,0.0674731
8,ADENS,7.61847e-06,0.000930482,1.69752e-05,2.58574e-08,0.0213958,4.90086e-09,2.46933e-13,3.16844e-07,3.36239e-10,7.08613e-07,1.23688e-16,7.88747e-09,3.06407e-05,1.64781e-06,2.34048e-07,4.63589e-09,5.11458e-13,1.38149e-09,1.45227e-12,6.13943e-11,1.29276e-15,4.03311e-12,4.02462e-11,5.31006e-14,1.0265e-12,4.96432e-15,2.14224e-17,1.45952e-20,5.12702e-23,2.30025e-28,5.55629e-26,0,1.71189e-27,0,1.41815e-34,4.31735e-07,1.84918e-06,1.42635e-08,8.92732e-08,1.15894e-08,2.22189e-06,8.1629e-09,5.20511e-06,5.18209e-08,2.61556e-06,5.08226e-06,5.22658e-07,6.89706e-08,4.13609e-06,3.1701e-06,1.51078e-06,3.66109e-09,1.7293e-08,8.55342e-09,9.13219e-08,8.89527e-08,8.25313e-07,2.22184e-07,3.68566e-07,1.64533e-07,6.89475e-09,1.97594e-08,5.84144e-09,2.50053e-13,8.83027e-11,3.03181e-10,2.95909e-08,7.65404e-10,8.32359e-10,4.93091e-12,0.0674849
9,ADENS,7.57531e-06,0.000918009,1.92671e-05,2.78728e-08,0.0213899,4.91296e-09,3.3674e-13,3.83654e-07,4.09829e-10,7.10361e-07,1.89485e-16,1.0917e-08,3.44285e-05,2.08641e-06,3.36144e-07,7.68022e-09,8.45503e-13,2.2798e-09,2.39822e-12,1.17205e-10,2.49129e-15,7.44214e-12,7.54003e-11,1.14781e-13,2.26627e-12,1.25305e-14,6.21414e-17,4.88317e-20,1.96342e-22,8.8788e-28,2.44407e-25,0,8.62303e-27,0,7.2097e-34,4.91009e-07,2.21927e-06,1.47034e-08,1.08955e-07,1.15894e-08,2.55634e-06,8.16336e-09,5.97897e-06,6.80025e-08,2.99155e-06,5.80485e-06,5.21773e-07,6.88728e-08,4.78566e-06,3.61401e-06,1.71833e-06,4.18472e-09,1.74384e-08,9.9338e-09,1.20269e-07,8.95817e-08,9.61121e-07,2.39772e-07,4.34746e-07,1.93532e-07,9.05604e-09,2.1575e-08,6.30598e-09,3.90098e-13,1.32521e-10,3.44029e-10,3.67691e-08,8.06305e-10,1.00002e-09,5.64055e-12,0.0674967
10,ADENS,7.53242e-06,0.000905681,2.15288e-05,2.97069e-08,0.0213839,4.93895e-09,4.42101e-13,4.5476e-07,4.88113e-10,7.14116e-07,2.82027e-16,1.45517e-08,3.80707e-05,2.56029e-06,4.60106e-07,1.19275e-08,1.32785e-12,3.52548e-09,3.71837e-12,2.07143e-10,4.40694e-15,1.26812e-11,1.30301e-10,2.25707e-13,4.52686e-12,2.83945e-14,1.58774e-16,1.40962e-19,6.41822e-22,2.92607e-27,9.02417e-25,0,3.58353e-26,4.07443e-37,3.05428e-33,5.49696e-07,2.5949e-06,1.51342e-08,1.30164e-07,1.15901e-08,2.88917e-06,8.16773e-09,6.75046e-06,8.62517e-08,3.36763e-06,6.52656e-06,5.20907e-07,6.8777e-08,5.4291e-06,4.05558e-06,1.9187e-06,4.68815e-09,1.75801e-08,1.12535e-08,1.52747e-07,9.0242e-08,1.09769e-06,2.55219e-07,5.02481e-07,2.23989e-07,1.15238e-08,2.32976e-08,6.74671e-09,5.71985e-13,1.89549e-10,3.82001e-10,4.44849e-08,8.46621e-10,1.17887e-09,6.35131e-12,0.0675085
11,ADENS,7.48942e-06,0.000893494,2.37608e-05,3.17453e-08,0.0213778,4.96493e-09,5.64373e-13,5.30325e-07,5.72869e-10,7.17871e-07,4.09364e-16,1.88383e-08,4.15763e-05,3.06561e-06,6.06149e-07,1.76097e-08,1.96013e-12,5.18083e-09,5.47619e-12,3.42518e-10,7.36318e-15,2.02883e-11,2.11263e-10,4.09949e-13,8.40466e-12,5.87657e-14,3.66848e-16,3.63279e-19,1.84734e-21,8.48408e-27,2.89783e-24,0,1.27995e-25,1.46912e-36,1.10219e-32,6.07805e-07,2.97414e-06,1.55529e-08,1.52831e-07,1.15907e-08,3.22024e-06,8.16962e-09,7.51956e-06,1.06524e-07,3.7437e-06,7.24736e-06,5.20059e-07,6.8684e-08,6.06643e-06,4.49487e-06,2.11207e-06,5.18261e-09,1.77188e-08,1.2538e-08,1.88602e-07,9.08422e-08,1.23507e-06,2.68849e-07,5.71395e-07,2.55923e-07,1.43027e-08,2.49547e-08,7.17207e-09,7.98804e-13,2.61074e-10,4.17648e-10,5.27148e-08,8.86304e-10,1.36866e-09,7.06418e-12,0.0675204
12,ADENS,7.06512e-06,0.000778425,4.46066e-05,4.95137e-08,0.0213159,5.0862e-09,2.77752e-12,1.50497e-06,1.67401e-09,7.35399e-07,4.72782e-15,1.06399e-07,7.00391e-05,9.23061e-06,3.28976e-06,2.03306e-07,2.32851e-11,5.6493e-08,6.05429e-11,8.43251e-09,1.85626e-13,3.6209e-10,4.21639e-09,1.74727e-11,4.4089e-10,6.27189e-12,8.35162e-14,1.74165e-16,1.85492e-18,8.809e-24,5.92059e-21,2.98413e-35,5.36528e-22,6.58624e-33,5.06842e-29,1.15964e-06,6.83208e-06,1.90489e-08,4.51868e-07,1.14641e-08,6.44033e-06,8.07153e-09,1.50961e-05,4.11895e-07,7.4911e-06,1.44206e-05,5.07299e-07,6.71995e-08,1.21359e-05,8.77643e-06,3.71374e-06,9.32173e-09,1.87204e-08,2.32316e-08,7.0344e-07,9.46324e-08,2.6495e-06,3.474e-07,1.27925e-06,6.54522e-07,6.00324e-08,4.20558e-08,1.12469e-08,5.60426e-12,2.16631e-09,7.40591e-10,1.61971e-07,1.23877e-09,3.83477e-09,1.42729e-11,0.0676387
13,ADENS,6.65055e-06,0.000674721,6.29646e-05,6.47994e-08,0.021251,5.32292e-09,6.93456e-12,2.79213e-06,3.23507e-09,7.69606e-07,1.8693e-14,3.0341e-07,8.95284e-05,1.63364e-05,7.53504e-06,7.5747e-07,9.08895e-11,1.9622e-07,2.1465e-10,5.02837e-08,1.1522e-12,1.58666e-09,2.03461e-08,1.34883e-10,4.15958e-09,8.98293e-11,1.88768e-12,6.07374e-15,1.00866e-16,5.05603e-22,4.9027e-19,2.72106e-33,6.68877e-20,8.97096e-31,7.1789e-27,1.65845e-06,1.06266e-05,2.19827e-08,8.58431e-07,1.14108e-08,9.45793e-06,7.91983e-09,2.24068e-05,8.75968e-07,1.11793e-05,2.14887e-05,4.98709e-07,6.62675e-08,1.76325e-05,1.28467e-05,4.82448e-06,1.23112e-08,1.95841e-08,3.05029e-08,1.41772e-06,9.56299e-08,4.11082e-06,3.83711e-07,1.94485e-06,1.17948e-06,1.40267e-07,6.53416e-08,1.65192e-08,1.35847e-11,7.48992e-09,1.13531e-09,3.26023e-07,1.54693e-09,7.24077e-09,2.16561e-11,0.0677566
14,ADENS,6.24417e-06,0.00058087,7.91039e-05,7.91943e-08,0.021183,5.57264e-09,1.29374e-11,4.32078e-06,5.23543e-09,8.05688e-07,5.83406e-14,6.5019e-07,0.000102801,2.36695e-05,1.24505e-05,1.79785e-06,2.23023e-10,4.2914e-07,4.84055e-10,1.65879e-07,3.9641e-12,3.95314e-09,5.55231e-08,5.18162e-10,1.93688e-08,5.59235e-10,1.67427e-11,7.41819e-14,1.70193e-15,8.99224e-21,1.11682e-17,6.67261e-32,2.03071e-18,2.91016e-29,2.45582e-25,2.10695e-06,1.42842e-05,2.45847e-08,1.35118e-06,1.1379e-08,1.22558e-05,7.71923e-09,2.94428e-05,1.46996e-06,1.47831e-05,2.84538e-05,4.91814e-07,6.55744e-08,2.25784e-05,1.67172e-05,5.57856e-06,1.46323e-08,2.03468e-08,3.55697e-08,2.23761e-06,9.48165e-08,5.60061e-06,4.07867e-07,2.54221e-06,1.7984e-06,2.53866e-07,9.74055e-08,2.37876e-08,2.22381e-11,1.79899e-08,1.65778e-09,5.64736e-07,1.83961e-09,1.15249e-08,2.92305e-11,0.0678742
15,ADENS,5.84855e-06,0.000496042,9.31859e-05,9.19185e-08,0.0211117,5.843e-09,2.06012e-11,6.0114e-06,7.61954e-09,8.44753e-07,1.30423e-13,1.18195e-06,0.00011166,3.08933e-05,1.74137e-05,3.36291e-06,4.36507e-10,7.33228e-07,8.58838e-10,4.03242e-07,1.00459e-11,7.30292e-09,1.12095e-07,1.3578e-09,6.17019e-08,2.2349e-09,8.94061e-11,5.1096e-13,1.51759e-14,8.44546e-20,1.25969e-16,8.12937e-31,2.85974e-17,4.38575e-28,3.8875e-24,2.50624e-06,1.77603e-05,2.6988e-08,1.91567e-06,1.13591e-08,1.48338e-05,7.48905e-09,3.61915e-05,2.17182e-06,1.82891e-05,3.53165e-05,4.85864e-07,6.503e-08,2.69784e-05,2.03929e-05,6.0789e-06,1.63392e-08,2.10089e-08,3.866e-08,3.09621e-06,9.27649e-08,7.10215e-06,4.26859e-07,3.07181e-06,2.4815e-06,3.95262e-07,1.38162e-07,3.33453e-08,3.00317e-11,3.51397e-08,2.2926e-09,9.0389e-07,2.13647e-09,1.66531e-08,3.70304e-11,0.0679916
16,ADENS,5.46437e-06,0.0004196,0.000105356,1.03495e-07,0.021037,6.13029e-09,2.92988e-11,7.79946e-06,1.03497e-08,8.8626e-07,2.64588e-13,1.92253e-06,0.00011731,3.77677e-05,2.20821e-05,5.44847e-06,7.27185e-10,1.07562e-06,1.3148e-09,8.01446e-07,2.07669e-11,1.12296e-08,1.88237e-07,2.83916e-09,1.54392e-07,6.73785e-09,3.47363e-10,2.44508e-12,9.03948e-14,5.2675e-19,9.07718e-16,6.36797e-30,2.47325e-16,4.07959e-27,3.81623e-23,2.85704e-06,2.10289e-05,2.92527e-08,2.53859e-06,1.13499e-08,1.71835e-05,7.23375e-09,4.26467e-05,2.95985e-06,2.16873e-05,4.20797e-05,4.80687e-07,6.4606e-08,3.08311e-05,2.3876e-05,6.39318e-06,1.77121e-08,2.16327e-08,4.05343e-08,3.9456e-06,8.9902e-08,8.6043e-06,4.42114e-07,3.53442e-06,3.20685e-06,5.57606e-07,1.86249e-07,4.5315e-08,3.62877e-11,5.99635e-08,2.99549e-09,1.3714e-06,2.45069e-09,2.26011e-08,4.50517e-11,0.0681089
17,ADENS,5.09212e-06,0.000351206,0.000115663,1.15418e-07,0.0209586,6.43211e-09,3.85474e-11,9.65695e-06,1.34665e-08,9.29864e-07,4.69944e-13,2.88598e-06,0.000120558,4.41773e-05,2.62387e-05,8.01882e-06,1.09984e-09,1.4213e-06,1.82465e-09,1.39455e-06,3.75495e-11,1.53043e-08,2.79978e-07,5.03554e-09,3.2741e-07,1.65266e-08,1.07701e-09,9.05673e-12,4.07443e-13,2.50674e-18,4.85588e-15,3.66829e-29,1.53907e-15,2.71642e-26,2.66042e-22,3.15934e-06,2.40617e-05,3.1426e-08,3.20791e-06,1.13462e-08,1.93014e-05,6.96857e-09,4.87965e-05,3.81967e-06,2.49751e-05,4.87437e-05,4.7592e-07,6.42601e-08,3.41325e-05,2.71628e-05,6.56472e-06,1.8929e-08,2.22477e-08,4.17459e-08,4.74708e-06,8.67796e-08,1.00982e-05,4.54861e-07,3.94468e-06,3.94203e-06,7.33492e-07,2.39926e-07,5.96652e-08,4.07957e-11,9.30025e-08,3.72844e-09,1.99487e-06,2.79888e-09,2.93549e-08,5.33089e-11,0.068226
18,ADENS,4.73444e-06,0.000290532,0.000124179,1.26988e-07,0.0208765,6.74135e-09,4.83831e-11,1.1544e-05,1.69246e-08,9.74534e-07,7.63391e-13,4.07033e-06,0.000122038,5.00074e-05,2.97817e-05,1.10271e-05,1.53937e-09,1.74133e-06,2.35012e-09,2.19667e-06,6.15958e-11,1.90603e-08,3.80809e-07,7.97197e-09,6.16065e-07,3.50201e-08,2.8288e-09,2.79897e-11,1.49736e-12,9.70125e-18,2.07184e-14,1.67935e-28,7.5003e-15,1.41079e-25,1.46607e-21,3.41334e-06,2.68473e-05,3.35181e-08,3.91617e-06,1.135e-08,2.11807e-05,6.69338e-09,5.46225e-05,4.7463e-06,2.81524e-05,5.53105e-05,4.71632e-07,6.40103e-08,3.68798e-05,3.02489e-05,6.63451e-06,1.99063e-08,2.28344e-08,4.21397e-08,5.48004e-06,8.33387e-08,1.1574e-05,4.65782e-07,4.30588e-06,4.67271e-06,9.12792e-07,2.97067e-07,7.62015e-08,4.35603e-11,1.34211e-07,4.44651e-09,2.79994e-06,3.17955e-09,3.69009e-08,6.18385e-11,0.068343
19,ADENS,4.39474e-06,0.000237319,0.000131002,1.36801e-07,0.0207904,7.0722e-09,5.81661e-11,1.33899e-05,2.06441e-08,1.02233e-06,1.15407e-12,5.45587e-06,0.000122354,5.51912e-05,3.27074e-05,1.44124e-05,2.03812e-09,2.0133e-06,2.86547e-09,3.21044e-06,9.3477e-11,2.22524e-08,4.84875e-07,1.15426e-08,1.05605e-06,6.62138e-08,6.53986e-09,7.44345e-11,4.68804e-12,3.19007e-17,7.42311e-14,6.45609e-28,3.0273e-14,6.06159e-25,6.63908e-21,3.62008e-06,2.93661e-05,3.55563e-08,4.65441e-06,1.13635e-08,2.28187e-05,6.42332e-09,6.01256e-05,5.71793e-06,3.12262e-05,6.1781e-05,4.67853e-07,6.38667e-08,3.90774e-05,3.31378e-05,6.63304e-06,2.06913e-08,2.34027e-08,4.19788e-08,6.1254e-06,7.98531e-08,1.30222e-05,4.7504e-07,4.62156e-06,5.38309e-06,1.09097e-06,3.55396e-07,9.4627e-08,4.473e-11,1.8307e-07,5.12332e-09,3.80816e-06,3.59881e-09,4.52284e-08,7.06594e-11,0.0684599
20,ADENS,4.07099e-06,0.000191276,0.000136218,1.45704e-07,0.0207002,7.41415e-09,6.68326e-11,1.51497e-05,2.45553e-08,1.07172e-06,1.66606e-12,7.00629e-06,0.00012192,5.97257e-05,3.50254e-05,1.80898e-05,2.61002e-09,2.22584e-06,3.33748e-09,4.44069e-06,1.34645e-10,2.46736e-08,5.85338e-07,1.55737e-08,1.68728e-06,1.13902e-07,1.36259e-08,1.76983e-10,1.295e-11,9.23062e-17,2.31216e-13,2.14545e-27,1.05047e-13,2.23219e-24,2.597e-20,3.78081e-06,3.1606e-05,3.75313e-08,5.40885e-06,1.13867e-08,2.42131e-05,6.16526e-09,6.52854e-05,6.73668e-06,3.42053e-05,6.8158e-05,4.64607e-07,6.38097e-08,4.0739e-05,3.58228e-05,6.58031e-06,2.13757e-08,2.39719e-08,4.1503e-08,6.6739e-06,7.66162e-08,1.44342e-05,4.8417e-07,4.91297e-06,6.04621e-06,1.26055e-06,4.1385e-07,1.14596e-07,4.45328e-11,2.387e-07,5.75776e-09,5.03613e-06,4.06834e-09,5.43293e-08,7.97695e-11,0.0685768
21,ADENS,3.76615e-06,0.000152084,0.000139876,1.55529e-07,0.0206059,7.75532e-09,7.49268e-11,1.68311e-05,2.86331e-08,1.12099e-06,2.33754e-12,8.67595e-06,0.000121008,6.3544e-05,3.68664e-05,2.20005e-05,3.20134e-09,2.37503e-06,3.75485e-09,5.8542e-06,1.8354e-10,2.63632e-08,6.7789e-07,1.9821e-08,2.53766e-06,1.82724e-07,2.60918e-08,3.81542e-10,3.22103e-11,2.39204e-16,6.40932e-13,6.42281e-27,3.21962e-13,7.2903e-24,8.96278e-20,3.89771e-06,3.35781e-05,3.94566e-08,6.17322e-06,1.14224e-08,2.53849e-05,5.92753e-09,7.01032e-05,7.78668e-06,3.71049e-05,7.44445e-05,4.62018e-07,6.38837e-08,4.18978e-05,3.83089e-05,6.48812e-06,2.2044e-08,2.45573e-08,4.09895e-08,7.12463e-06,7.3703e-08,1.58054e-05,4.93195e-07,5.16382e-06,6.67506e-06,1.41822e-06,4.68813e-07,1.35485e-07,4.32841e-11,2.9988e-07,6.32251e-09,6.49452e-06,4.58488e-09,6.4196e-08,8.91927e-11,0.0686937
22,ADENS,3.48129e-06,0.000119314,0.000142139,1.62562e-07,0.0205074,8.09883e-09,8.29449e-11,1.83622e-05,3.26621e-08,1.1706e-06,3.00596e-12,1.04072e-05,0.000120025,6.6718e-05,3.82383e-05,2.60551e-05,3.83097e-09,2.46806e-06,4.09286e-09,7.42637e-06,2.41403e-10,2.73134e-08,7.57156e-07,2.40127e-08,3.63889e-06,2.7467e-07,4.65041e-08,7.57443e-10,7.30821e-11,5.67368e-16,1.61593e-12,1.72331e-26,8.90353e-13,2.14083e-23,2.76715e-19,3.97496e-06,3.52905e-05,4.12817e-08,6.93775e-06,1.14666e-08,2.63479e-05,5.71394e-09,7.45827e-05,8.85129e-06,3.9941e-05,8.06414e-05,4.6e-07,6.40489e-08,4.25954e-05,4.06047e-05,6.37891e-06,2.24887e-08,2.50875e-08,4.01484e-08,7.47488e-06,7.10971e-08,1.71255e-05,5.02258e-07,5.39949e-06,7.24602e-06,1.56183e-06,5.20769e-07,1.56651e-07,4.13208e-11,3.6534e-07,6.83302e-09,8.18259e-06,5.15362e-09,7.48111e-08,9.8936e-11,0.0688106
0,BU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
1,BU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1
2,BU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5
3,BU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
4,BU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5
5,BU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
6,BU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5
7,BU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
8,BU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5
9,BU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
10,BU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5
11,BU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5
12,BU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10
13,BU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15
14,BU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20
15,BU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25
16,BU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
17,BU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35
18,BU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40
19,BU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45
20,BU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50
21,BU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55
22,BU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60
0,BURNUP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
1,BURNUP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.100007
2,BURNUP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.500038
3,BURNUP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00008
4,BURNUP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.50012
5,BURNUP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.00016
6,BURNUP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5002
7,BURNUP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.00024
8,BURNUP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.50028
9,BURNUP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.00031
10,BURNUP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.50035
11,BURNUP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.00039
12,BURNUP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0008
13,BURNUP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0012
14,BURNUP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0017
15,BURNUP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.0021
16,BURNUP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.0025
17,BURNUP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.003
18,BURNUP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.0034
19,BURNUP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.0039
20,BURNUP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0044
21,BURNUP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.005
22,BURNUP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0055
0,DAYS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
1,DAYS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.07614
2,DAYS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.3807
3,DAYS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.7614
4,DAYS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.1421
5,DAYS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.523
6,DAYS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,126.904
7,DAYS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,152.284
8,DAYS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,177.665
9,DAYS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,203.046
10,DAYS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,228.426
